,Clicks,Impressions,inquiry_requests_count,bid_count,on_artsy,search_volume,artist_slug,domain,gallery_tier,lead_id,account_id,min_distance_to_art_city,partner_on_artsy
0,379.0,22668.0,772.0,97.0,8.0,5600.0,25,.gordonsmithgallery.ca,,00QC000001k6grwMAA,,3217.2964301211628,False
7,7615.0,347254.0,1149.0,70.0,7.0,20090.0,24,123watts.com,,00QC000001ehWMMMA2,,5222.14274572964,False
9,1283.0,24351.0,196.0,34.0,4.0,7660.0,15,15thstreetgalleryboulder.com,,,,4704.823378295425,False
10,8054.0,166272.0,477.0,3.0,3.0,11370.0,14,1839littlegallery.blogspot.fr,,00QC000001ei9GIMAY,,3217.2964301211628,False
13,,,0.0,0.0,1.0,210.0,24,2010gallerykc.com,,,,3217.2964301211628,False
24,1882.0,49784.0,392.0,34.0,4.0,2030.0,21,360.co.jp,,00QC000001k6gsSMAQ,,327.0524718224672,False
45,12570.0,2771966.0,4596.0,777.0,12.0,197210.0,26,Cavalierofinearts.com,,,,3217.2964301211628,False
58,2110.0,98221.0,850.0,27.0,7.0,3180.0,20,Ruevisconti-editions.com,,,,0.33277570016398605,False
69,,,3.0,1.0,4.0,90.0,8,aamgalleria.it,,,,3217.2964301211628,False
72,,,32.0,1.0,1.0,320.0,25,aarwungallery.com,,00QC000001einJPMAY,,3217.2964301211628,False
82,3324.0,456426.0,267.0,41.0,1.0,50510.0,26,abreugallery.com,,00QC000001k6f01MAA,,3217.2964301211628,False
95,1303.0,107447.0,394.0,6.0,3.0,7330.0,7,acfny.org,,00QC000001ehbFIMAY,001C000001XDTK5IAP,3483.379126855143,False
99,,,378.0,36.0,2.0,3960.0,24,acp.org.au,,00QC000001Xiba1MAB,001C000001PbrVlIAJ,3217.2964301211628,False
102,5695.0,76058.0,1234.0,36.0,11.0,16210.0,25,acte2galerie.com,,00QC000001ejEslMAE,,3217.2964301211628,False
110,9009.0,403413.0,5472.0,445.0,12.0,44720.0,24,adamsoneditions.com,,00QC000001eiMBRMA2,,3217.2964301211628,False
112,2225.0,97837.0,344.0,34.0,6.0,1040.0,11,adanigallery.com,,00QC000001eihitMAA,001C000001XDTGgIAP,3217.2964301211628,False
114,,,26.0,21.0,1.0,2650.0,17,addisonarts.com,,,,3217.2964301211628,False
118,2412.0,182383.0,26.0,3.0,2.0,19660.0,12,adelsongalleriesboston.com,,00QC000001eibCGMAY,,3217.2964301211628,False
119,,,185.0,7.0,5.0,1210.0,25,adiaf.com,,00QC000001ejapDMAQ,,3217.2964301211628,False
122,,,1.0,1.0,1.0,1000.0,4,adnet-arbus.com,,,001C000001Y54pxIAB,3217.2964301211628,False
132,4486.0,243644.0,2064.0,489.0,10.0,15010.0,25,affordableart101.com,,00QC000001dvjLVMAY,001C000001XDTGlIAP,3217.2964301211628,False
133,,,42.0,0.0,1.0,110.0,25,affordindianart.com,,00QC000001k6gxNMAQ,,895.8752392052952,False
136,1427.0,83468.0,291.0,69.0,3.0,5370.0,4,afterimage.com,,,,3217.2964301211628,False
143,14644.0,2377128.0,8391.0,604.0,1.0,165000.0,25,agp.on.ca,,00QC000001fzDo3MAE,,3503.1141059949155,False
145,,,6.0,0.0,1.0,720.0,16,aguafuertegaleria.com,,00QC000001eibRGMAY,,3217.2964301211628,False
150,1065.0,100968.0,292.0,116.0,2.0,12460.0,9,aidanmeller.com,,00QC000001ehWX9MAM,,3217.2964301211628,False
157,765.0,56249.0,173.0,66.0,6.0,39070.0,25,ajkollar.com,,00QC000001ehDzbMAE,,4480.4378055309435,False
172,651.0,23768.0,1156.0,222.0,11.0,1000.0,23,albanesearte.it,,00QC000001eiMlSMAU,,3217.2964301211628,False
178,,,36.0,3.0,3.0,640.0,9,aldacaparrellifineart.com,,00QC000001eiXjrMAE,,3217.2964301211628,False
183,679.0,275066.0,306.0,18.0,5.0,22590.0,25,aleandriartemoderna.com,,00QC000001eiNySMAU,,244.4254022738327,False
187,17670.0,4120976.0,11961.0,1103.0,7.0,280400.0,14,alessandroorlando.it,,00QC000001eh82oMAA,,3217.2964301211628,False
195,642.0,83174.0,4.0,1.0,1.0,36330.0,22,alexplast.narod.ru,,,,3217.2964301211628,False
199,2935.0,135543.0,1669.0,146.0,7.0,12620.0,9,alg.nscad.ca,,00QC000001eiaUKMAY,,3217.2964301211628,False
202,2631.0,58542.0,994.0,94.0,7.0,5000.0,25,aliceday.be,,00QC000001dvlBOMAY,,3217.2964301211628,False
208,,,0.0,0.0,1.0,170.0,22,allanmcintyrefineart.com,,00QC000001eijdkMAA,,5321.897362788085,False
209,12925.0,548199.0,2431.0,168.0,20.0,43170.0,25,allanstonegallery.com,,,,3217.2964301211628,False
218,5874.0,594868.0,1424.0,298.0,5.0,22840.0,8,alnorumart.nl,,00QC000001k6gyKMAQ,,218.91244118417833,False
221,686.0,81175.0,529.0,71.0,2.0,5490.0,23,alpgalleries.com,,00QC000001ejPDkMAM,,3217.2964301211628,False
233,,,89.0,5.0,1.0,2480.0,14,ambientartprojects.com,,00QC000001eiw4eMAA,,3217.2964301211628,False
234,265.0,13499.0,22.0,1.0,3.0,1470.0,4,ambrosiana.cz,,00QC000001k6gyZMAQ,,207.2234973515535,False
237,9210.0,735896.0,3130.0,365.0,7.0,49770.0,25,americanfineartgallery.com,,00QC000001ej6z5MAA,,5286.067553899227,False
240,,,0.0,0.0,1.0,260.0,24,americanprimitive.com,,,001C000001X4jzCIAR,3478.864901549342,False
247,1356.0,152954.0,229.0,6.0,1.0,10700.0,25,amourdart.com,,00QC000001ehHagMAE,,3217.2964301211628,False
259,,,11.0,0.0,3.0,1090.0,25,anamorfose.be,,00QC000001k6grQMAQ,,137.64331297212902,False
260,,,331.0,9.0,1.0,860.0,24,anaserratosa.com,,00QC000001k6gytMAA,,3217.2964301211628,False
274,,,11.0,0.0,1.0,590.0,17,andreasmithgallery.com,,00QC000001ehHZhMAM,,3217.2964301211628,False
281,8138.0,240742.0,1535.0,105.0,7.0,22190.0,23,andrewroth.com,,00QC000001XiZzIMAV,,3217.2964301211628,False
282,1187.0,46784.0,113.0,17.0,1.0,3690.0,12,andrewshiregallery.com,,00QC000001k6h20MAA,,3217.2964301211628,False
284,387.0,54386.0,47.0,6.0,1.0,16200.0,25,angelakinggallery.com,,00QC000001ejSnBMAU,,4649.346308058327,False
307,,,127.0,0.0,1.0,4340.0,25,anneneilsonfineart.com,,,,3217.2964301211628,False
316,,,5.0,3.0,1.0,880.0,25,anoukvilain.be,,00QC000001ehQkiMAE,,3217.2964301211628,False
320,,,2.0,0.0,3.0,650.0,22,antes-artdeco.nl,,00QC000001aF0bDMAS,,178.54821541150355,False
321,,,0.0,1.0,1.0,140.0,25,antgallery.org,,00QC000001eiv9OMAQ,,3217.2964301211628,False
322,2496.0,162383.0,1428.0,227.0,12.0,6900.0,26,anthonyhepworth.com,,,,3217.2964301211628,False
332,8163.0,234750.0,1806.0,69.0,6.0,9270.0,23,aovertical.com,,,,3217.2964301211628,False
340,,,63.0,0.0,1.0,490.0,12,aplusbcontemporaryart.wordpress.com,,00QC000001k6h2eMAA,,3217.2964301211628,False
342,,,0.0,2.0,1.0,730.0,6,applegategallery.com,,00QC000001ehP1wMAE,,5155.662913207284,False
344,17890.0,1589378.0,14122.0,1806.0,7.0,109100.0,7,apprizeart.com,,,001C000001XDTJ0IAP,3217.2964301211628,False
346,,,0.0,0.0,1.0,170.0,16,aranapoveda.com,,00QC000001ehE77MAE,,3217.2964301211628,False
347,1032.0,23278.0,292.0,30.0,5.0,990.0,25,arariogallery.co.kr,,00QC000001k6h2lMAA,,268.17703747037643,False
358,,,0.0,14.0,2.0,320.0,25,ardquinfinearts.co.uk,,,,3217.2964301211628,False
360,,,33.0,0.0,1.0,2400.0,12,arena.uk.com,,00QC000001ejQsxMAE,,3217.2964301211628,False
362,,,88.0,8.0,8.0,560.0,24,aretusaarte.it,,00QC000001eh7rGMAQ,,144.98615297983787,False
366,,,186.0,1.0,5.0,140.0,23,arigoni.it,,00QC000001ejT4MMAU,,3217.2964301211628,False
370,,,58.0,2.0,1.0,9900.0,25,arludik.com,,00QC000001k6h3AMAQ,,3217.2964301211628,False
380,,,0.0,1.0,1.0,3160.0,10,arsenaultgallery.com,,00QC000001hpEucMAE,,3217.2964301211628,False
385,4461.0,435849.0,972.0,235.0,6.0,111630.0,22,art-books.com,,00QC000001ehDSrMAM,,3217.2964301211628,False
387,5050.0,1907051.0,5735.0,599.0,10.0,143180.0,23,art-collection.lu,,,,157.00221904628836,False
388,274.0,5833.0,292.0,1.0,2.0,380.0,24,art-factory.fr,,00QC000001eiPQBMA2,,3217.2964301211628,False
389,8015.0,790753.0,2666.0,560.0,5.0,34170.0,23,art-galerie-elwert.de,,00QC000001k6h3dMAA,,157.3792183773302,False
390,399.0,13149.0,512.0,213.0,1.0,1000.0,25,art-gallery-milton-keynes.co.uk,,00QC000001k6h3fMAA,,3217.2964301211628,False
391,1849.0,118471.0,756.0,116.0,5.0,6950.0,48,art-gallery.be,,00QC000001ejevZMAQ,,3217.2964301211628,False
392,1834.0,404773.0,781.0,32.0,1.0,41760.0,26,art-gallery.ca,,,,3217.2964301211628,False
395,19875.0,5370004.0,7909.0,1305.0,13.0,335600.0,21,art-trove.com,,00QC000001ehQqZMAU,,1282.6728042517639,False
396,377.0,11393.0,1029.0,18.0,9.0,1380.0,25,art-u.gallery,,00QC000001eibEWMAY,,570.1070680194048,False
398,261.0,9005.0,455.0,21.0,2.0,590.0,25,art-z.net,,00QC000001ehYlfMAE,,3217.2964301211628,False
399,,,0.0,0.0,1.0,590.0,25,art.berkeley.edu,,00QC000001k6ffGMAQ,,3217.2964301211628,False
400,3958.0,174159.0,2800.0,453.0,10.0,13190.0,25,art.daimler.com,,00QC000001k6h40MAA,,0.08475040214799076,False
401,5345.0,460367.0,5543.0,680.0,4.0,24300.0,19,art.info,,00QC000001ej5fxMAA,,124.92921360687593,False
404,,,0.0,0.0,1.0,2010.0,24,art1.cz,,00QC000001k6gZpMAI,,3217.2964301211628,False
411,2340.0,1662673.0,2996.0,467.0,5.0,112220.0,24,art4galerie.com,,00QC000001ehQqoMAE,,3217.2964301211628,False
413,1015.0,38534.0,2929.0,147.0,6.0,1120.0,25,artameriquelatine.com,,00QC000001k6h4FMAQ,,0.33277570016398605,False
416,1553.0,37471.0,3.0,3.0,1.0,700.0,11,artane.org,,00QC000001ehOLPMA2,,1253.29035907543,False
420,,,0.0,12.0,1.0,590.0,21,artattacksf.com,,00QC000001jMPmxMAG,,3217.2964301211628,False
428,14626.0,6209058.0,3156.0,429.0,5.0,347000.0,11,artbug.biz,,,,3217.2964301211628,False
431,,,6.0,1.0,1.0,390.0,15,artcabinet.com,,00QC000001dvlAGMAY,,4509.942081777291,False
432,622.0,63223.0,304.0,6.0,2.0,3810.0,25,artcarol.de,,00QC000001k6h4cMAA,,3217.2964301211628,False
435,798.0,14067.0,0.0,0.0,1.0,810.0,25,artco-ac.de,,00QC000001k6h7VMAQ,,3217.2964301211628,False
437,14644.0,2377128.0,8578.0,617.0,4.0,165000.0,25,artcogallerie.it,,00QC000001eiboRMAQ,,3217.2964301211628,False
438,1022.0,10154.0,445.0,4.0,4.0,4880.0,23,artcontemporain.lu,,,,3217.2964301211628,False
439,9488.0,2826296.0,4279.0,713.0,3.0,148920.0,25,artcoronado.com,,00QC000001k6h7ZMAQ,,3217.2964301211628,False
443,964.0,28582.0,1752.0,248.0,13.0,2610.0,25,arteagallery.it,,00QC000001ejZMZMA2,,150.85427541310875,False
444,,,75.0,0.0,1.0,860.0,7,artedesayulita.com,,00QC000001ej7VSMAY,,5743.019018845164,False
447,323.0,18937.0,231.0,15.0,4.0,1370.0,17,arteearte.it,,00QC000001ehN4hMAE,,3217.2964301211628,False
450,15521.0,801171.0,7279.0,1057.0,17.0,49340.0,49,artegold.com,,00QC000001ehWcZMAU,,3217.2964301211628,False
459,28427.0,4583416.0,13995.0,1520.0,8.0,293500.0,26,artencounter.com,,00QC000001ein9yMAA,,3217.2964301211628,False
467,326.0,6345.0,131.0,10.0,5.0,1800.0,23,artgallery-m84.com,,00QC000001k6h8YMAQ,,3217.2964301211628,False
468,,,467.0,39.0,2.0,880.0,19,artgallery-wiesbaden.de,,00QC000001eioDhMAI,,3217.2964301211628,False
472,,,1.0,1.0,1.0,1000.0,16,artgalleryaufildutemps.com,,,,3217.2964301211628,False
476,10284.0,2813786.0,4873.0,557.0,10.0,148400.0,25,artguionxxigallery.com,,00QC000001ehF5VMAU,,6851.030484234651,False
477,,,19.0,0.0,1.0,1100.0,23,arthouse-gallery.co.uk,,,,13.150548218895691,False
483,,,16.0,0.0,5.0,510.0,25,articleprojects.blogspot.in,,00QC000001dvnp8MAA,,3217.2964301211628,False
487,265.0,13499.0,11.0,1.0,1.0,480.0,11,artinbox.cz,,00QC000001eiNnjMAE,,3217.2964301211628,False
488,,,140.0,9.0,4.0,9120.0,25,artincontext.org,,00QC000001eiNN3MAM,,3483.379126855143,False
491,3035.0,220577.0,2966.0,454.0,4.0,25990.0,7,artinterior.com.pl,,00QC000001eitswMAA,,262.57601061797163,False
494,2282.0,202767.0,229.0,6.0,1.0,14400.0,26,artisanworks.net,,,,3521.816743403794,False
498,13796.0,3133372.0,6768.0,995.0,3.0,228290.0,26,artitudeparis.net,,00QC000001eiEVsMAM,,3217.2964301211628,False
499,,,10.0,0.0,1.0,320.0,25,artium.lu,,00QC000001eiM40MAE,,3217.2964301211628,False
502,690.0,34565.0,870.0,9.0,3.0,3660.0,12,artkitchen.nl,,00QC000001ej7AvMAI,,3217.2964301211628,False
511,538.0,6642.0,116.0,12.0,1.0,320.0,22,artligue.fr,,,,3217.2964301211628,False
516,10990.0,2532066.0,8696.0,1165.0,4.0,153800.0,24,artmasters.co.uk,,00QC000001k6h9eMAA,,3217.2964301211628,False
517,1356.0,152954.0,229.0,6.0,1.0,9900.0,23,artmode.com,,00QC000001eh3aGMAQ,,2990.9031899203947,False
521,8596.0,501077.0,844.0,129.0,1.0,18100.0,17,artnextgallery.com,,00QC000001ej6AzMAI,,3483.379126855143,False
523,23716.0,4815142.0,11753.0,1178.0,3.0,333120.0,4,artnowgallery.nu,,,,3217.2964301211628,False
525,5449.0,348438.0,2930.0,541.0,7.0,25740.0,25,artnxt.net,,00QC000001jMQ1YMAW,,3217.2964301211628,False
527,,,19.0,0.0,1.0,480.0,25,artofgoldgalleries.co.uk,,00QC000001ehDmNMAU,,178.55609486723023,False
528,4237.0,406334.0,1641.0,441.0,12.0,19240.0,22,artoftheprint.nl,,,,197.9753097479958,False
533,,,985.0,45.0,8.0,21380.0,25,artphotoexpo.com,,00QC000001Ztd8HMAR,,3217.2964301211628,False
538,9801.0,438484.0,4066.0,297.0,16.0,41660.0,25,artproductionfund.org,,00QC000001dvDufMAE,001C000001XDTJUIA5,3217.2964301211628,False
541,13269.0,2755108.0,9708.0,1431.0,14.0,169720.0,25,artprov.com,,00QC000001hpFAhMAM,,3217.2964301211628,False
542,5042.0,310336.0,2756.0,212.0,12.0,25510.0,25,artpublic.ch,,00QC000001ejQArMAM,001C000001aUurhIAC,116.43831919048152,False
543,,,83.0,23.0,2.0,3450.0,25,artrebellion.co.uk,,00QC000001ehQpwMAE,,3217.2964301211628,False
545,247.0,9583.0,227.0,8.0,7.0,3390.0,25,artrio.art.br,,00QC000001XiZLsMAN,001C0000018fGF6IAM,5681.660270973271,False
546,5107.0,274831.0,1179.0,318.0,13.0,33210.0,26,arts.columbia.edu,,00QC000001dvphOMAQ,,3477.5188088232703,False
548,2333.0,100712.0,927.0,31.0,1.0,4400.0,25,artsales.co.za,,00QC000001k6hCMMAY,,3811.0015447030623,False
549,257.0,5280.0,520.0,32.0,5.0,27730.0,22,artsandleisure.net,,00QC000001dvlGsMAI,,3477.7504256995553,False
553,382.0,10235.0,156.0,0.0,1.0,1990.0,25,artscenewarehouse.com,,00QC000001k6hCSMAY,,265.93353818260067,False
555,,,0.0,0.0,1.0,90.0,6,artshouse.co.uk,,,001C000001X4jybIAB,3217.2964301211628,False
564,277.0,8846.0,53.0,0.0,1.0,850.0,11,artsway.org.uk,,00QC000001eiAYNMA2,,91.417130240784,False
570,,,24.0,0.0,1.0,210.0,13,artwansongallery.es,,,,3217.2964301211628,False
574,71458.0,8353843.0,38486.0,5675.0,18.0,563010.0,23,artworksgallery.com,,,,3217.2964301211628,False
577,,,69.0,1.0,1.0,320.0,6,artyfactsbromsgrove.co.uk,,00QC000001ehQtTMAU,,3217.2964301211628,False
581,,,0.0,0.0,1.0,2080.0,25,ashleyart.com,,00QC000001k6hDAMAY,,4509.942081777291,False
586,,,82.0,4.0,3.0,710.0,17,asianartpiers.com,,00QC000001dvl3lMAA,,3217.2964301211628,False
594,,,0.0,1.0,1.0,560.0,23,asymbol.co,,00QC000001dvlClMAI,,3217.2964301211628,False
601,31079.0,5463739.0,13172.0,1505.0,8.0,446670.0,23,atkinsonfineart.com,,00QC000001dvANMMA2,001C000001XDTK0IAP,3217.2964301211628,False
604,571.0,10373.0,29.0,2.0,1.0,1000.0,20,atlanticworks.org,,00QC000001eiaUOMAY,,3217.2964301211628,False
609,5277.0,117542.0,1189.0,52.0,4.0,7810.0,22,au.lumas.com,,00QC000001k6hDgMAI,,3217.2964301211628,False
610,,,10.0,2.0,1.0,1900.0,24,aubonheurdujour.net,,00QC000001eihrkMAA,,1.1743613639816022,False
618,9072.0,2438014.0,3362.0,574.0,2.0,167790.0,13,ausiart.com.au,,00QC000001ejeLvMAI,,3217.2964301211628,False
622,,,71.0,5.0,1.0,210.0,17,auvernier.langepult.com,,,,3217.2964301211628,False
625,,,47.0,1.0,6.0,8720.0,25,avantgardegallery.co.uk,,00QC000001k6hDuMAI,,3217.2964301211628,False
628,,,11.0,0.0,1.0,3170.0,28,avenidagalleries.com,,00QC000001jMQCVMA4,,3217.2964301211628,False
631,387.0,54386.0,66.0,6.0,2.0,15280.0,4,avondaleartworks.com,,,,3217.2964301211628,False
634,439.0,25744.0,387.0,23.0,1.0,2190.0,10,axelpairon.com,,,,184.13890556668966,False
639,9417.0,1116595.0,3881.0,180.0,6.0,240150.0,27,b2finearts.com,,00QC000001eizIoMAI,,3217.2964301211628,False
643,849.0,37206.0,1446.0,9.0,8.0,1740.0,24,baccaroartgallery.it,,00QC000001eiP5cMAE,,3217.2964301211628,False
652,31977.0,4170337.0,23110.0,1968.0,9.0,296010.0,10,bakkenfineart.com,,00QC000001eibI9MAI,,3217.2964301211628,False
657,915.0,32939.0,295.0,44.0,2.0,1140.0,12,baltazar.be,,00QC000001eibIAMAY,,3217.2964301211628,False
666,3980.0,253897.0,1617.0,5.0,3.0,12420.0,20,barbarapaciartgallery.it,,,,3217.2964301211628,False
674,42280.0,6718941.0,27039.0,3166.0,12.0,450480.0,18,barringtongallery.com,,00QC000001ehNx3MAE,,3217.2964301211628,False
677,5601.0,587021.0,4298.0,563.0,2.0,33850.0,17,barryshermangalleries.com.au,,00QC000001eiEKyMAM,,3217.2964301211628,False
681,622.0,63223.0,261.0,6.0,3.0,3600.0,19,barthel-tetzner.de,,00QC000001ejQMrMAM,,0.08475040214799076,False
683,,,0.0,0.0,1.0,2190.0,9,bartsch-chariau.de,,,,3217.2964301211628,False
685,1641.0,104967.0,1687.0,231.0,4.0,10220.0,25,baseitaly.org,,,,126.86061716494606,False
691,,,102.0,1.0,1.0,110.0,25,baysala.com,,,,3217.2964301211628,False
694,5864.0,146845.0,1621.0,56.0,5.0,9110.0,25,be.lumas.com,,00QC000001k6hHdMAI,,3217.2964301211628,False
695,260.0,3982.0,139.0,1.0,1.0,90.0,18,beargalerie.com,,,001C000001X4jrJIAR,288.9115970597812,False
702,,,6.0,0.0,1.0,320.0,25,beaverstreetgallery.com,,00QC000001dvC2xMAE,001C000001XDT53IAH,5182.534816903778,False
703,28568.0,3794158.0,24213.0,2823.0,12.0,380370.0,25,bebbfineart.co.uk,,00QC000001k6hHiMAI,,3217.2964301211628,False
713,477.0,13919.0,180.0,18.0,5.0,3150.0,24,beirutexhibitioncenter.com,,00QC000001einOtMAI,,980.4922835539779,False
717,1054.0,71863.0,1316.0,168.0,6.0,9250.0,25,belkin.ubc.ca,,00QC000001ehFznMAE,,4393.092700791417,False
729,7227.0,133079.0,130.0,5.0,5.0,15240.0,25,benhamgallery.com,,00QC000001jMQHLMA4,,3217.2964301211628,False
734,898.0,18080.0,392.0,10.0,4.0,6620.0,25,bentleyprojects.com,,00QC000001k6hI6MAI,,3217.2964301211628,False
736,,,43.0,3.0,8.0,170.0,25,berengo.com,,00QC000001eijrhMAA,,2.029469941548015,False
744,,,153.0,4.0,1.0,260.0,18,berlinartscouts.com,,00QC000001eiNI2MAM,,0.5492326793234984,False
745,8198.0,393727.0,2033.0,303.0,7.0,33070.0,25,berliner-galerien.de,,00QC000001eg54LMAQ,,3217.2964301211628,False
746,1318.0,159475.0,1287.0,46.0,1.0,8980.0,25,bernardchauveau-editeur.com,,00QC000001ejEM1MAM,,3217.2964301211628,False
758,358.0,4347.0,9.0,1.0,1.0,1200.0,25,bettcher-gallery.com,,,,4445.741685411494,False
759,849.0,37206.0,2285.0,40.0,6.0,2650.0,12,bettinigallery.it,,00QC000001ejHmSMAU,,3217.2964301211628,False
761,3324.0,456426.0,267.0,41.0,1.0,49590.0,25,betzgallery.com,,00QC000001ejHDCMA2,,3217.2964301211628,False
763,3376.0,128811.0,212.0,21.0,1.0,10500.0,25,beverlymcneil.com,,00QC000001k6hIOMAY,,4477.908185597342,False
767,,,5.0,7.0,1.0,320.0,16,beyondthesea.co.uk,,00QC000001dvFNEMA2,001C000001X4jwOIAR,3217.2964301211628,False
768,,,1.0,1.0,1.0,4140.0,25,bgartdealings.com,,,,3217.2964301211628,False
778,32131.0,7123272.0,15627.0,1826.0,10.0,466610.0,13,bierhinkel.de,,00QC000001ejESSMA2,,3217.2964301211628,False
779,,,1.0,10.0,2.0,900.0,25,bigandsmallcasual.net,,,001C000001XDT9sIAH,3217.2964301211628,False
783,19722.0,3850221.0,6866.0,1019.0,13.0,267770.0,26,bilder-hofmann.de,,00QC000001k6hIUMAY,,3217.2964301211628,False
784,,,62.0,42.0,1.0,390.0,24,bilder-koenig.de,,00QC000001k6flTMAQ,,3217.2964301211628,False
795,,,69.0,1.0,5.0,4610.0,10,bj-fineart.com,,00QC000001k6hIcMAI,,3217.2964301211628,False
802,,,0.0,0.0,1.0,880.0,12,blackstonegalleryla.com,,00QC000001k6fCTMAY,,3217.2964301211628,False
814,,,27.0,1.0,1.0,320.0,25,block336.com,,00QC000001k6flZMAQ,,3217.2964301211628,False
816,,,37.0,1.0,1.0,6690.0,7,blondegrizzly.com,,,,3217.2964301211628,False
817,462.0,7630.0,551.0,13.0,5.0,7940.0,25,bloombergspace.com,,00QC000001dv9xiMAA,001C000001PaefLIAR,3217.2964301211628,False
820,,,63.0,9.0,1.0,1600.0,25,bluemorninggallery.com,,00QC000001ejHoTMAU,,3217.2964301211628,False
824,,,53.0,0.0,1.0,620.0,22,blueskygallery.org,,00QC000001ehNMCMA2,,3217.2964301211628,False
826,3245.0,104236.0,110.0,14.0,1.0,12000.0,25,bluestoneart.co.uk,,00QC000001eiEDYMA2,,3217.2964301211628,False
843,3909.0,552070.0,1306.0,128.0,12.0,336070.0,25,bondlatin.com,,,,3217.2964301211628,False
844,791.0,17390.0,95.0,12.0,2.0,580.0,21,bonelliarte.com,,00QC000001k6gMhMAI,,3217.2964301211628,False
849,,,12.0,2.0,1.0,220.0,25,booklyn.org,,00QC000001ejG57MAE,,3217.2964301211628,False
850,652.0,26940.0,280.0,2.0,4.0,460.0,26,borduas.com,,00QC000001k6hJdMAI,,3217.2964301211628,False
853,1447.0,236893.0,2172.0,1223.0,1.0,27700.0,5,borghifineart.com,,,,3217.2964301211628,False
865,17488.0,3584907.0,4595.0,859.0,12.0,225600.0,26,bouquinerie-institut.com,,00QC000001aF0MXMA0,,3217.2964301211628,False
870,362.0,19296.0,16.0,8.0,2.0,5790.0,23,boxartgallery.com,,00QC000001eitVEMAY,,64.45304562355969,False
873,357.0,2377.0,63.0,36.0,7.0,3760.0,25,brandedarts.com,,00QC000001eiEJgMAM,,5158.8053380846795,False
880,,,90.0,5.0,1.0,4400.0,3,bravuraarts.com,,00QC000001k6hJrMAI,,3679.2239143547545,False
881,,,0.0,0.0,1.0,870.0,25,brettwesleygallery.com,,00QC000001ejeNSMAY,,5220.795308027935,False
886,1763.0,112996.0,792.0,86.0,6.0,9170.0,25,britaprinzarte.com,,,001C000001X4juwIAB,3217.2964301211628,False
891,4132.0,62834.0,704.0,1.0,5.0,3180.0,25,brodiestevenson.com,,,,4366.443184243702,False
897,330.0,10514.0,1331.0,100.0,10.0,4980.0,25,brotkunsthalle.com,,00QC000001k6hKCMAY,,269.99714780644626,False
898,7947.0,319999.0,5289.0,742.0,12.0,29860.0,15,brown.edu,,00QC000001ehdQYMAY,,3217.2964301211628,False
900,2340.0,1662673.0,2719.0,405.0,1.0,110000.0,25,brownsgallery.co.uk,,00QC000001dvlDtMAI,,3217.2964301211628,False
908,3980.0,253897.0,1497.0,5.0,1.0,12100.0,13,brusberg-berlin.de,,00QC000001ehNxhMAE,,3217.2964301211628,False
909,3980.0,253897.0,1497.0,5.0,1.0,12100.0,12,brusbergfineart.com,,,,3217.2964301211628,False
910,,,3.0,0.0,1.0,700.0,25,bryangallery.org,,00QC000001ei8HpMAI,,3217.2964301211628,False
911,10229.0,299789.0,861.0,66.0,7.0,42050.0,25,bryanhiott.com,,,,3217.2964301211628,False
912,254.0,20862.0,39.0,0.0,1.0,4660.0,9,bryanmillergallery.com,,00QC000001ejddUMAQ,,3217.2964301211628,False
917,13377.0,2492875.0,4999.0,937.0,11.0,145550.0,24,buchholzpyroth.de,,00QC000001ejHpjMAE,,157.3792183773302,False
918,8015.0,790753.0,2244.0,521.0,3.0,168780.0,22,buchinger-austria.com,,00QC000001eiPncMAE,,218.86176925960785,False
921,3324.0,456426.0,267.0,41.0,1.0,49500.0,2,buffalobigprint.com,,00QC000001k6flpMAA,,3217.2964301211628,False
925,,,537.0,82.0,6.0,2040.0,23,bugnoartgallery.it,,00QC000001k6hNAMAY,,3217.2964301211628,False
927,8536.0,670036.0,6488.0,959.0,2.0,17700.0,25,bunkyo-art.co.jp,,00QC000001ejFZqMAM,,3217.2964301211628,False
928,,,58.0,3.0,2.0,10160.0,24,bunnycutlet.com,,00QC000001eiisAMAQ,,3217.2964301211628,False
929,387.0,54386.0,47.0,6.0,1.0,23000.0,7,burchardgalleries.com,,00QC000001eiAW1MAM,,4451.616577208736,False
935,325.0,13341.0,53.0,0.0,1.0,1000.0,4,butlergallery.com,,00QC000001ejAAaMAM,,326.280092523918,False
937,,,439.0,9.0,2.0,210.0,4,bvds-gallery.com,,00QC000001k6hNLMAY,,3217.2964301211628,False
940,,,210.0,12.0,7.0,2050.0,25,c-e-c.ch,,00QC000001fLMmMMAW,001C000001YKmklIAD,116.23360455921392,False
946,,,1.0,1.0,1.0,140.0,18,cabin-gallery.com,,00QC000001dvDdyMAE,001C000001Un1gTIAR,16.61694775518573,False
947,,,2.0,6.0,1.0,930.0,25,cabinodd.com,,00QC000001ehX4sMAE,,276.31428021387075,False
950,1351.0,57352.0,3021.0,369.0,2.0,6160.0,4,caeditions.com,,00QC000001ehb5sMAA,,3217.2964301211628,False
951,2924.0,1721416.0,2781.0,405.0,2.0,113120.0,4,cafeolive.com,,00QC000001eibK5MAI,,1014.1460789670945,False
954,,,326.0,40.0,14.0,8780.0,23,cairamandaglio.com,,,001C000001Y54eQIAR,3217.2964301211628,False
955,362.0,19296.0,122.0,0.0,2.0,1480.0,24,caisseepargne-art-contemporain.fr,,00QC000001k6hNdMAI,,3217.2964301211628,False
